,Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
664,664,0,0.472822113,0.542575229,0.523100808,0.596801626,0.596801626,0.998974518,0.79742114,0.809338092,0.303568274,0.781591589,4560000000.0,0.0,0.454803184,0.0,0.195566353,0.184990097,0.184990097,0.184990097,0.219438404,0.298401358,0.041744181,0.097874766,0.176093997,0.022138689,0.850169173,0.689593154,0.689593154,0.21761949,5720000000.0,0.000443315,0.26405343,0.341920942,0.010432417,0.007750594,0.630617389,0.009502184,0.150920579,0.849079421,0.005618001,0.369637181,0.005365848,0.097904148,0.175145163,0.405816809,0.136431784,0.000517383,0.01223737,0.00030801,0.00047735,0.04016129,0.031805296,0.393410371,0.008606478,0.844541199,0.751058914,0.813266759,0.058192133,0.009343481,0.002113816,0.145924921,0.322446009,0.277111569,0.00316554,0.920084037,0.739828574,0.334024447,0.0,0.934192489,0.00240004,0.007325809,0.000226022,0.000213908,0.593983886,4440000000.0,0.671567097,0.154812129,0.920084037,0.334024447,0.110933234,0.63410746,0.457783959,0.475685984,0.312890201,0.027999258,0,0.803243798,0.001179979,0.624726334,0.596798372,0.840729148,0.281670167,0.026792398,0.565164309,1,0.024082727
682,682,0,0.457368498,0.518153075,0.510573371,0.600513124,0.600513124,0.999005254,0.797161337,0.809122225,0.303050071,0.781443237,7450000000.0,713000000.0,0.461957844,0.000821082,0.0,0.255404323,0.255404323,0.255404323,0.207525763,0.317712386,0.012704751,0.097874766,0.159975898,0.022084658,0.84802617,0.671770841,0.671770841,0.21718792,6180000000.0,0.000436677,0.263814874,0.375498305,0.036034833,0.026448963,0.630601978,0.005765145,0.114339269,0.885660731,0.004952625,0.369657312,0.005365848,0.097798297,0.159015157,0.394752037,0.023988006,0.002215617,0.002855472,8920000000.0,1740000000.0,0.013225806,0.021206469,0.395083784,0.156516317,0.791104211,0.147955262,0.172137738,0.082067233,0.030006099,0.046193147,0.008970253,0.34077345,0.277077461,0.015904906,0.062612721,0.734650315,0.326568124,0.0,0.927857045,0.002103304,0.010112206,0.000286922,0.000252874,0.59408641,0.000358901,0.671520081,0.736381663,0.062612721,0.326568124,0.110933234,0.627481811,0.455860719,0.565024482,0.312216154,0.008058255,0,0.78844188,0.055772992,0.61419614,0.60051455,0.839472963,0.278959866,0.026788357,0.565145009,1,0.032856798
688,688,0,0.529566616,0.582860881,0.578992451,0.61624555,0.616007726,0.999246054,0.797730193,0.80962674,0.303540478,0.78187987,8220000000.0,3480000000.0,0.478632479,0.000381038,0.029557648,0.205090388,0.205090388,0.205090388,0.233903753,0.332708495,0.013823979,0.113590099,0.189651277,0.022279778,0.848322327,0.700212295,0.696969592,0.218142595,8610000000.0,0.00056342,0.264738016,0.387988525,0.012888571,0.011514847,0.631124916,0.004994574,0.104423013,0.895576987,0.005241918,0.375027679,0.005789339,0.112226619,0.185121786,0.395889462,0.052473763,0.000728394,0.008677423,0.000264636,5750000000.0,0.018225806,0.022945522,0.413751385,0.058560494,0.788767038,0.254451942,0.258386742,0.107348188,0.012299872,0.014808343,0.038073582,0.358573596,0.277027209,0.001874428,0.335546374,0.734360378,0.327734636,0.028171613,0.940047402,0.002772112,0.007661539,0.000224115,0.000226969,0.594001131,0.00025102,0.67162852,0.476169675,0.335546374,0.327734636,0.121708393,0.674034837,0.466775632,0.625879686,0.319055655,0.022729232,0,0.820279501,0.103211304,0.622810482,0.616241173,0.841785121,0.278401022,0.026961079,0.565856389,1,0.036255939
690,690,0,0.480232048,0.537069341,0.534022164,0.594423385,0.594423385,0.99891894,0.797392365,0.809317521,0.303634499,0.78157601,6310000000.0,0.0,0.466364712,0.000765077,0.079461484,0.175298133,0.175298133,0.175298133,0.215372979,0.321213836,0.017574905,0.091767771,0.170671085,0.022289292,0.848122423,0.689719879,0.689719879,0.217630265,6510000000.0,0.000446958,0.264547637,0.380090161,0.008509802,0.00389526,0.633418035,0.006991674,0.128215981,0.871784019,0.005078821,0.372500185,0.005365848,0.091764783,0.16973079,0.39730421,0.082458771,0.004494131,0.001407242,7850000000.0,9380000000.0,0.024677419,0.015962869,0.389713032,0.021354873,0.769399685,0.104064758,0.229862432,0.09124474,0.003805906,0.009421253,0.051027389,0.346318647,0.277917715,0.012495418,0.369471714,0.733292058,0.328557654,0.0,0.931854429,0.002255858,0.009647876,0.000104849,469000000.0,0.593938564,0.000119888,0.671597756,0.444174414,0.369471714,0.328557654,0.110933234,0.66799687,0.464235286,0.588200741,0.318691322,0.034173726,0,0.797407705,0.002811132,0.625140809,0.594419605,0.840159719,0.279849356,0.028786667,0.568452689,1,0.028962728
699,699,0,0.537074051,0.596761884,0.581990471,0.602386889,0.602386889,0.999067303,0.797515903,0.809410742,0.303539511,0.781677203,4240000000.0,2430000000.0,0.460191406,0.000212021,0.189189189,0.196156926,0.196831149,0.196831149,0.240427342,0.314210936,0.050773629,0.120429932,0.198990736,0.022133189,0.848074696,0.68956254,0.68956254,0.21761289,0.000117287,0.000577594,0.264459053,0.369732871,0.013637399,0.0109484,0.630681087,0.005968502,0.1167881,0.8832119,0.011320763,0.371356102,0.005365848,0.120434152,0.193808913,0.410133396,0.223388306,0.000568107,0.011117041,0.000118847,0.003513932,0.047903226,0.142655288,0.442674295,0.005188064,0.884711648,0.738908041,0.880326058,0.113782428,0.011066234,0.00496149,0.12148155,0.337124248,0.277151105,0.006990537,0.983308669,0.741080595,0.331477802,0.000173077,0.941714742,0.002790262,0.009324995,0.00019155,0.000164622,0.593992947,6880000000.0,0.671593925,0.026263099,0.983308669,0.331477802,0.11116968,0.689236094,0.469300401,0.551129546,0.321706703,0.021492016,0,0.826550677,0.002488662,0.624964715,0.602387136,0.842384935,0.279107694,0.02680867,0.565240544,1,0.032101191
705,705,0,0.441963633,0.484409071,0.495529739,0.600282506,0.600325747,0.999013111,0.797244756,0.809192922,0.30317938,0.781501483,6360000000.0,1600000000.0,0.462667438,0.00030303,0.0,0.167797396,0.167797396,0.167797396,0.207147584,0.31919785,0.026090113,0.101538963,0.156586578,0.022094408,0.848034276,0.687865044,0.687865044,0.217485946,657000000.0,0.000467371,0.263113194,0.379801423,0.012174065,0.010575967,0.630333489,0.006056046,0.117846238,0.882153762,0.007053675,0.373337837,0.006493127,0.101568225,0.156232562,0.404057753,0.154422789,0.000557962,0.011349304,0.0002333,0.000664205,0.037741935,0.028177372,0.396870265,0.003609267,0.846537144,0.643747012,0.694697776,0.10571578,0.010925484,0.005217262,0.10728013,0.343966896,0.277086219,0.003577597,0.859414702,0.738511114,0.330885788,0.002108118,0.92440451,0.002108019,0.039985253,0.000176629,0.000168742,0.593980366,7490000000.0,0.671589714,0.078833404,0.859414702,0.330885788,0.113223843,0.674712757,0.466097676,0.577311908,0.319495394,0.024048198,0,0.767402501,0.001364431,0.624590355,0.600282927,0.837840789,0.279171156,0.026718568,0.56478675,1,0.031792078
707,707,0,0.626480768,0.668720017,0.654210611,0.623466755,0.622385736,0.999339185,0.797964403,0.809729856,0.303754623,0.782022888,9120000000.0,5130000000.0,0.473648541,0.0,0.233626885,0.291601702,0.291601702,0.291601702,0.315968611,0.344662941,0.049714899,0.18288413,0.278225503,0.022172175,0.84811567,0.689604753,0.689604753,0.217616567,0.000114994,0.00062336,0.265033297,0.389665065,0.019457038,0.018656572,0.630612252,0.002845184,0.070048674,0.929951326,0.006070252,0.369637181,0.005735108,0.182886316,0.273659603,0.398710919,0.116941529,0.000572165,0.011052998,0.000362466,0.0004191,0.025806452,0.016233127,0.412405871,0.006846027,0.866152242,0.615460118,0.610330451,0.351490168,0.018931214,0.03122558,0.059384659,0.369586012,0.276999416,0.001710005,0.782454655,0.738191547,0.328235664,0.0,0.963867131,0.003318805,0.010247641,0.000258775,0.000267428,0.594043275,0.000404561,0.671608902,0.15986063,0.782454655,0.328235664,0.110933234,0.684074033,0.473777384,0.632274971,0.31960877,0.015073106,0,0.861303784,0.004464291,0.625167468,0.623465199,0.84401991,0.27684224,0.026791157,0.565158396,1,0.055028242
716,716,0,0.450787306,0.510030528,0.508592537,0.596808833,0.597097104,0.998974518,0.797259282,0.809218181,0.303285486,0.781469062,5040000000.0,1170000000.0,0.483418468,0.000219022,0.0,0.175255994,0.175255994,0.175255994,0.204783965,0.3297022,0.022687055,0.096653367,0.160051216,0.022016752,0.847942529,0.688776967,0.688775034,0.217482793,4810000000.0,0.000425098,0.263766697,0.391546515,0.02571162,0.019390832,0.629813975,0.006495591,0.122864831,0.877135169,0.00547487,0.376843897,0.005365848,0.096642077,0.159150894,0.404471727,0.097451274,0.000383472,0.016483859,8330000000.0,0.000162647,0.028387097,0.025642231,0.393116393,0.018984818,0.86233478,0.426182464,0.53033522,0.047226772,0.019939853,0.006345602,0.039101414,0.360751905,0.277124548,0.015245613,0.292562282,0.739816783,0.327946711,0.01720069,0.926928992,0.002105913,0.02199099,0.000189066,0.000155518,0.594021154,4660000000.0,0.671566561,0.327704714,0.292562282,0.327946711,0.125656127,0.635401617,0.457722241,0.644993919,0.313365313,0.011376385,0,0.779972724,0.001828519,0.620255514,0.596810643,0.838774067,0.279489789,0.026627318,0.564233838,1,0.030363386
720,720,0,0.530931604,0.598342782,0.580063173,0.599655515,0.599655515,0.999026399,0.797525864,0.809427538,0.303642959,0.781694045,3970000000.0,3070000000.0,0.465787642,0.000577058,0.121672234,0.240824238,0.240824238,0.240824238,0.26160537,0.334406168,0.081749021,0.120267079,0.214807562,0.022132194,0.848093472,0.689499264,0.689499812,0.217604541,7540000000.0,0.000504378,0.264251579,0.383154502,0.012496685,0.011226632,0.630782113,0.005650243,0.112948575,0.887051425,0.070271037,0.371018357,0.005365848,0.120238735,0.211944801,0.400814284,0.193403298,0.001036795,0.006104595,0.000313933,0.028131882,0.044032258,0.15255497,0.425374822,0.000561501,0.86297198,0.747076587,0.794508799,0.339690371,0.01137641,0.015056504,0.119502834,0.353863863,0.277070952,0.003246873,0.999509882,0.739435137,0.331282185,0.0,0.94823286,0.002879225,0.009434055,0.000169933,0.000164994,0.593979669,0.000203469,0.671572447,0.002681319,0.999509882,0.331282185,0.110933234,0.643251729,0.459346601,0.613307964,0.314614922,0.02343407,0,0.831824849,0.011461462,0.624935821,0.599655396,0.842731519,0.278876822,0.026839079,0.565376986,1,0.033304627
724,724,0,0.579827427,0.62674444,0.616521227,0.617780596,0.617672495,0.999267431,0.797710272,0.80954771,0.303460718,0.781822186,8740000000.0,2280000000.0,0.476753647,0.000281028,0.227654621,0.192406557,0.192406557,0.192406557,0.246478207,0.334653745,0.027935327,0.135168146,0.203133238,0.022339451,0.848490222,0.6903059,0.6903059,0.217696606,9840000000.0,0.000515308,0.265287394,0.400078239,0.012018683,0.011469306,0.630658827,0.003958635,0.089246304,0.910753696,0.005351122,0.370777909,0.005365848,0.135123032,0.202209486,0.399867099,0.140929535,0.00067767,0.009336641,0.000769451,0.00022468,0.02983871,0.005957434,0.398023563,0.004209924,0.812067712,0.447036761,0.448689095,0.071307927,0.011604596,0.005351454,0.070384938,0.374772815,0.277020332,0.001424502,0.735334423,0.735563577,0.328842721,0.004592049,0.947084697,0.002679775,0.018021523,0.000143444,0.000148871,0.59396828,6440000000.0,0.671564677,0.341440909,0.735334423,0.328842721,0.113729649,0.632008339,0.456214433,0.665024349,0.313104605,0.024354885,0,0.843416959,0.000568318,0.624469947,0.617776901,0.843196833,0.27764989,0.026802402,0.56521145,1,0.042840729
725,725,0,0.482035782,0.570104666,0.542748541,0.599100592,0.599100592,0.998987113,0.797432761,0.809366996,0.303562231,0.781606325,7000000000.0,0.0,0.459545557,0.000455046,0.0,0.174244659,0.174244659,0.174244659,0.224260187,0.312407159,0.052603718,0.101701816,0.179935226,0.022115695,0.84798709,0.689580112,0.689580112,0.217595635,8110000000.0,0.000474782,0.264229045,0.365206214,0.009163154,0.007245907,0.630756428,0.010552713,0.158720561,0.841279439,0.007100143,0.372077444,0.005365848,0.101690361,0.178968404,0.412074655,0.226386807,0.000669555,0.009439964,0.000154769,0.002863344,0.05983871,0.019737673,0.393681735,0.001315011,0.825679051,0.653433731,0.798750279,0.168379398,0.007271896,0.005490479,0.162613525,0.335254256,0.277289981,0.005236933,0.97696496,0.738595997,0.335411466,0.0,0.938470583,0.002432894,0.017216238,0.000147625,0.000124156,0.593952613,8820000000.0,0.671575282,0.055471765,0.97696496,0.335411466,0.110933234,0.650299394,0.460460149,0.53690919,0.316044971,0.031793554,0,0.816405583,0.000759498,0.623935258,0.599097225,0.84207981,0.282432284,0.026846813,0.565410501,1,0.022720819
732,732,0,0.5942573,0.647732229,0.628299159,0.614249269,0.614249269,0.99920723,0.797732129,0.809566979,0.303624831,0.781819379,9270000000.0,2330000000.0,0.478619058,0.000191019,0.217329689,0.194639922,0.194639922,0.194639922,0.256310863,0.335997736,0.0369194,0.137610944,0.216690517,0.022141786,0.848087049,0.689584728,0.689584728,0.21761002,6040000000.0,0.000535122,0.264560847,0.396361909,0.014660173,0.010322064,0.630654375,0.003178034,0.076155637,0.923844363,0.005480905,0.371073156,0.005365848,0.137606462,0.215798205,0.398911877,0.15892054,0.001188967,0.005316437,9820000000.0,0.000314703,0.036451613,0.021215281,0.409364329,0.008891376,0.837870482,0.486141465,0.540418421,0.133893395,0.012756203,0.010157397,0.069623923,0.384664822,0.277092096,0.005267372,0.8482297,0.73678694,0.328657222,0.0,0.954589686,0.002893009,0.017950489,0.000124965,0.000116955,0.593970617,8890000000.0,0.671595702,0.275409849,0.8482297,0.328657222,0.110933234,0.688537583,0.474132831,0.676014613,0.32030963,0.020002797,0,0.86564485,0.001148895,0.624315145,0.614246425,0.844401049,0.277083707,0.026801343,0.565206502,1,0.050525753
733,733,0,0.455174767,0.505996511,0.506076342,0.59241269,0.59241269,0.998861282,0.797248629,0.8092049,0.30350374,0.781459097,8860000000.0,6150000000.0,0.461417679,0.000365037,0.0,0.171758459,0.171758459,0.171758459,0.207242129,0.317570913,0.015321324,0.088103575,0.161030353,0.022242546,0.848115776,0.689586748,0.689586748,0.217615989,7760000000.0,0.000568311,0.264943935,0.376243434,0.013404638,0.005431779,0.629804386,0.003999672,0.089881186,0.910118814,0.00509951,0.373645386,0.005365848,0.088809093,0.162423648,0.39551434,0.101949025,0.00771408,0.000819753,0.000158782,8550000000.0,0.026612903,0.016233127,0.386558422,0.027036581,0.800138656,0.275132815,0.325922679,0.109080691,0.010975918,0.01246442,0.046062333,0.340690995,0.277147037,0.006622659,0.473927537,0.734865559,0.32792799,0.015621558,0.912825653,0.002001929,0.011868821,0.000131508,0.00011507,0.59396939,0.000124631,0.671597554,0.635963169,0.473927537,0.32792799,0.117905153,0.671527991,0.467233246,0.564676326,0.318405648,0.021862305,0,0.78009251,0.001906197,0.625205988,0.592410735,0.838982675,0.277679553,0.026616522,0.564160852,1,0.042518116
743,743,0,0.466484668,0.529437418,0.516248193,0.595778261,0.595778261,0.998960653,0.797376871,0.80930385,0.303519934,0.781561273,4310000000.0,441000000.0,0.467968429,0.000387039,0.0,0.169862206,0.169862206,0.169862206,0.211874823,0.336033105,0.1860036,0.095269115,0.167583038,0.022055628,0.847920671,0.689036276,0.689036276,0.217551646,4170000000.0,0.000460558,0.263735615,0.416750494,0.010486083,0.007649531,0.615080958,0.010120464,0.155606615,0.844393385,0.020789808,0.371571945,0.005365848,0.095249727,0.166872785,0.416716795,0.689655172,0.001734755,0.003644484,0.000350237,0.06275981,0.202096774,0.230686074,0.391997015,0.000587186,0.856773145,0.697705885,0.913550046,0.070077572,0.007751158,0.002279611,0.163004409,0.360390289,0.277291248,0.007413629,0.998666289,0.741152998,0.335231323,0.0,0.930757221,0.002215006,0.04464795,3170000000.0,2630000000.0,0.593928068,925000000.0,0.671568846,0.008412163,0.998666289,0.335231323,0.110933234,0.60911504,0.45372891,0.66388384,0.307929974,0.027858296,0,0.79204223,0.001449555,0.623845439,0.595777614,0.83965961,0.282118852,0.025702275,0.735958446,1,0.023247135
744,744,0,0.511431775,0.577354993,0.56244981,0.598740253,0.598797907,0.998988731,0.797468591,0.80938301,0.303621447,0.781645905,6340000000.0,2340000000.0,0.466408327,0.000367037,0.086648446,0.218911972,0.218911972,0.218911972,0.242223693,0.332743864,0.076500749,0.105203159,0.194923552,0.02207467,0.84802177,0.689401911,0.689401911,0.217597801,6850000000.0,0.0004926,0.263981941,0.383266272,0.009181251,0.008604631,0.63082492,0.006058782,0.11787647,0.88212353,0.010232085,0.37185489,0.005365848,0.104979888,0.192768268,0.400873231,0.208395802,0.000917087,0.006900438,0.000608568,0.003569913,0.048870968,0.172142826,0.408109269,0.006691063,0.804337412,0.550188604,0.56801575,0.225589991,0.008644364,0.010327191,0.11569104,0.354656552,0.277079075,0.001741644,0.92752369,0.73561311,0.331255445,0.000882539,0.940730909,0.002489719,0.016734463,0.000102962,0.000105131,0.593942255,0.000120191,0.671572673,0.031834419,0.92752369,0.331255445,0.111719202,0.643841902,0.459470348,0.618407454,0.314707803,0.031732263,0,0.821402037,0.102348186,0.624078562,0.598736887,0.842002049,0.27917319,0.026854106,0.565441676,1,0.031782312
753,753,0,0.469409643,0.521805495,0.51533808,0.597414203,0.597414203,0.998945632,0.797368709,0.809277681,0.303537094,0.781529974,8440000000.0,1140000000.0,0.462967716,0.00020002,0.0,0.169820067,0.169820067,0.169820067,0.208943935,0.321496781,0.035906045,0.092663464,0.168486857,0.022006986,0.847883368,0.68801517,0.68801517,0.217392145,4570000000.0,0.000433008,0.26381332,0.384141798,0.007037732,0.005963291,0.629420487,0.010203449,0.156211265,0.843788735,0.005099566,0.377550701,0.005365848,0.092684873,0.167483599,0.401481466,0.137931034,0.000752742,0.00840161,0.000151903,0.000251157,0.044193548,0.016529824,0.391103774,0.009120781,0.776096941,0.555878055,0.617004402,0.201393454,0.006182596,0.006575883,0.162393045,0.345358666,0.277426849,0.002563934,0.991049471,0.734149746,0.335236107,0.0,0.929490926,0.002152723,0.016642184,0.000149933,0.000139713,0.593931508,0.0001382,0.671531821,0.350786399,0.991049471,0.335236107,0.110933234,0.566618716,0.446806782,0.588355929,0.299525615,0.041085438,0,0.788417953,0.00151067,0.623769825,0.597413679,0.839303062,0.282179034,0.025989223,0.549301135,1,0.023142663
756,756,0,0.489591966,0.536578718,0.534878741,0.60090229,0.601118494,0.999007334,0.797382681,0.809308538,0.30343268,0.781507799,8210000000.0,3240000000.0,0.465319611,0.000610061,0.333839457,0.197126122,0.197126122,0.197126122,0.211307554,0.321850463,0.01225101,0.097874766,0.17006854,0.022338661,0.848241968,0.689701961,0.689701961,0.217625779,59000000.0,0.000449703,0.265466117,0.380304385,0.006685159,0.004784856,0.635059109,0.004000584,0.089911419,0.910088581,0.005339776,0.373177911,0.005800307,0.09770873,0.169059649,0.396168125,0.047976012,0.000880566,0.007181375,8900000000.0,635000000.0,0.016612903,0.01591293,0.394405373,0.028546064,0.7575479,0.174828684,0.234661536,0.092291342,0.004881515,0.007406704,0.065787767,0.348757449,0.278274441,0.005011871,0.681565385,0.732333085,0.328676884,0.010893271,0.931090729,0.002232128,0.01130549,0.000190625,0.000145837,0.59392964,0.000203822,0.671570277,0.354356389,0.681565385,0.328676884,0.114462856,0.641745478,0.458945168,0.588596971,0.314407285,0.043173557,0,0.796087974,0.053256363,0.623902432,0.600897082,0.840049622,0.277680789,0.049358676,0.569971844,1,0.042504815
760,760,0,0.533222834,0.585368513,0.57235398,0.600462676,0.600462676,0.999024897,0.797469283,0.809368298,0.303547246,0.78163608,5410000000.0,424000000.0,0.46071144,0.000342034,0.271991092,0.176772997,0.176772997,0.176772997,0.251016356,0.314281672,0.114494003,0.129549711,0.206748512,0.02237967,0.861740659,0.722295213,0.722295213,0.219949974,7750000000.0,0.00054443,0.264784639,0.371260385,0.009185619,0.008008864,0.630796496,0.020664059,0.205762312,0.794237688,0.021398565,0.375490681,0.005365848,0.129496637,0.205836664,0.421007927,0.305847076,0.00089071,0.007103669,0.000407177,0.028848285,0.125483871,0.068422367,0.406594152,0.000421415,0.832777576,0.799203771,0.87073355,0.105365603,0.008187969,0.00316154,0.176758327,0.338983215,0.277150012,0.002931264,0.821497506,0.742961199,0.341344923,0.00379363,0.937174327,0.002448798,0.022330621,0.000114232,0.000109514,0.593944932,4030000000.0,0.671573772,0.007028804,0.821497506,0.341344923,0.121008773,0.647921104,0.459897771,0.553584237,0.316079115,0.031716865,0,0.824562025,0.001573508,0.624064526,0.600463608,0.844349281,0.289764984,0.026834454,0.565356722,1,0.016649403
763,763,0,0.466777166,0.496838203,0.508646073,0.598617737,0.598617737,0.998963657,0.797316416,0.809246954,0.303408027,0.781498395,8570000000.0,6890000000.0,0.456009327,0.000338034,0.0,0.15448148,0.15448148,0.15448148,0.205445779,0.310072858,0.030446027,0.095594821,0.162762672,0.0236454,0.848158515,0.689557115,0.689557115,0.217611556,7370000000.0,0.000470665,0.264669635,0.357168138,0.008739442,0.007701934,0.630209518,0.0098095,0.153278713,0.846721287,0.005161913,0.374568033,0.005365848,0.095616135,0.161971194,0.407537013,0.220389805,0.000921145,0.00686372,0.000236739,0.000284443,0.058064516,0.011494793,0.392042242,0.004908545,0.805297473,0.585469551,0.638983721,0.088713557,0.007784371,0.003446598,0.136405794,0.326953753,0.277170251,0.002820603,0.846041078,0.73660181,0.333633606,0.0039403,0.90769546,0.002129102,0.034694876,0.000114126,0.000109259,0.593942023,4610000000.0,0.67156711,0.358907264,0.846041078,0.333633606,0.115840893,0.630002028,0.457123122,0.496678643,0.31206999,0.033298013,0,0.775460779,0.001152806,0.624256316,0.598612766,0.838074854,0.281892921,0.026676944,0.564547815,1,0.023654892
