,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
396,0,0.635499439,0.64527911,0.698966754,0.616915781,0.616915781,0.999313072,0.797793829,0.809676736,0.303510991,0.781964221,2960000000.0,1630000000.0,0.498319955,0.000255026,0.050511185,0.246260166,0.246260166,0.246260166,0.311525007,0.377201669,0.054494306,0.184675515,0.251110944,0.022164843,0.848089354,0.689521019,0.689521019,0.217607216,9050000000.0,0.000528783,0.26493228,0.396594762,0.009821498,0.008584668,0.630786907,0.008913997,0.146174079,0.853825921,0.005052597,0.377958902,0.005365848,0.184685785,0.250222457,0.398422878,0.107946027,0.001077374,0.005866355,0.000319856,7490000000.0,0.032096774,0.017513917,0.412496325,0.033990123,0.773460138,0.187518433,0.211858726,0.040761004,0.008469624,0.005232803,0.040947175,0.370463488,0.277167,0.003844586,0.256925782,0.733786436,0.328316803,0.053507791,0.958122189,0.004152104,0.005091287,8170000000.0,7670000000.0,0.593940012,4680000000.0,0.671579059,0.738154506,0.256925782,0.328316803,0.132454713,0.65055503,0.460603591,0.705695983,0.315969645,0.029706691,0,0.853302155,0.026058018,0.623688063,0.616916961,0.845284717,0.281243637,0.026829127,0.565333166,1,0.024982999
400,0,0.457709745,0.528837767,0.510680443,0.615380735,0.615380735,0.998788141,0.796942205,0.809036555,0.303121372,0.780794534,0.000530425,0.0,0.463138824,0.001270127,0.0,0.187265602,0.187265602,0.187265602,0.211685733,0.317677018,0.000816734,0.094536276,0.168637493,0.02199172,0.848062356,0.689667741,0.689667741,0.217617911,6300000000.0,0.00044304,0.264229822,0.376317946,0.003734154,0.002219624,0.629535897,0.006931488,0.127581099,0.872418901,0.00487782,0.369657312,0.005365848,0.094525054,0.167657039,0.393685618,0.002998501,0.005050064,0.001252684,19100000.0,15100000.0,0.009516129,0.009109469,0.386694105,0.733696435,0.749192657,0.001468953,0.001407295,0.000314902,0.003872825,0.000417553,0.003532815,0.340795258,0.27697486,0.0,0.013752979,0.731819602,0.326347689,0.0,0.930024506,0.002184013,0.005073917,9950000000.0,0.000110268,0.59387154,1110000000.0,0.671545676,0.998724948,0.013752979,0.326347689,0.110933234,0.641949702,0.459079698,0.565171099,0.314405642,0.074948937,0,0.794576714,0.002402897,0.623349234,0.615379409,0.839928665,0.27980607,0.026614934,0.564149963,1,0.029120937
410,0,0.50972554,0.596870911,0.558327534,0.597536719,0.597522305,0.998940316,0.797568749,0.809463342,0.303897709,0.781638466,9140000000.0,53500000.0,0.464193989,0.000267027,0.119850187,0.193544309,0.193544309,0.193544309,0.226812896,0.323512768,0.037479014,0.091686345,0.196655871,0.022022204,0.847879686,0.689469746,0.689469746,0.217578187,0.000100581,0.000545303,0.264383679,0.377184159,0.006159107,0.005285176,0.630830742,0.007971986,0.137860145,0.862139855,0.005608129,0.374826375,0.005365848,0.09175664,0.193673177,0.399502695,0.143928036,0.000973898,0.006493978,0.000547615,0.000470542,0.037741935,0.029038086,0.38997309,0.012300089,0.753557038,0.298291791,0.321305007,0.036776492,0.005598384,0.002009155,0.096866134,0.346285808,0.278546876,0.001804833,0.663380682,0.732151016,0.330963372,0.01120731,0.941776311,0.002583213,0.015094035,9780000000.0,9570000000.0,0.593917167,3280000000.0,0.671567848,0.207195481,0.663380682,0.330963372,0.117344316,0.636475505,0.458084039,0.589779665,0.313440095,0.046711065,0,0.827171794,0.012036481,0.623634296,0.597533851,0.842747462,0.280560866,0.026853572,0.565439407,1,0.026696011
424,0,0.484132014,0.554241169,0.541142459,0.60952882,0.609608095,0.999062912,0.797469698,0.8094028,0.30346821,0.781674536,0.000162701,625000000.0,0.46639994,0.000392039,0.0,0.17791075,0.17791075,0.17791075,0.221329299,0.320117422,0.014126473,0.101946096,0.174964224,0.022088956,0.848033393,0.689269645,0.689269645,0.217580582,5470000000.0,0.000489281,0.263643145,0.373765881,0.008587805,0.008302692,0.630847523,0.002292561,0.059134746,0.940865254,0.007149281,0.370161693,0.00578812,0.101364665,0.17313174,0.396086401,0.083958021,0.000856218,0.007386313,0.000844734,0.000250401,0.021935484,0.023444913,0.399923113,0.006126848,0.766976386,0.192895215,0.195224817,0.033120421,0.008267905,0.004041086,0.043108452,0.350743109,0.27706146,0.001182717,0.665057758,0.732767128,0.327602833,0.0,0.936266063,0.002326098,0.024797025,8020000000.0,8500000000.0,0.593934031,4050000000.0,0.671568651,0.093237793,0.665057758,0.327602833,0.110933234,0.639072151,0.457681707,0.584707408,0.314115098,0.033869146,0,0.809906231,0.001582323,0.623835227,0.609524974,0.840851362,0.276441489,0.026878253,0.565542066,1,0.065227203
430,0,0.602154731,0.680385957,0.661223834,0.608390147,0.608390147,0.999075507,0.799206977,0.81096595,0.306476878,0.783352997,0.000130438,0.0,0.467867777,0.000244024,0.035428687,0.224137205,0.224137205,0.224137205,0.299612366,0.324538445,0.010693165,0.10088755,0.24026512,0.022112677,0.848062309,0.68959979,0.689599963,0.217616567,0.000110415,0.00054992,0.265096238,0.376606684,0.002539774,0.002718073,0.630741017,0.00681841,0.126371799,0.873628201,0.010747823,0.377271111,0.005994687,0.100908691,0.239371088,0.394138444,0.031484258,0.001846347,0.003426737,19100000.0,0.000335129,0.014516129,0.04403155,0.408798987,0.017517809,0.731872905,0.051928179,0.049748548,0.032483404,0.002678522,0.00451383,0.037793042,0.346209553,0.27697486,0.0,0.274304064,0.730571292,0.327923136,0.167578319,0.960692623,0.004448995,0.005369758,7730000000.0,8710000000.0,0.593838572,0.00013723,0.671572046,0.041090728,0.274304064,0.327923136,0.126403752,0.642851803,0.459258928,0.587426973,0.314553633,0.106561028,0,0.865779196,0.009799261,0.62317834,0.608387245,0.845689207,0.279724258,0.026830622,0.565339802,1,0.02942738
432,0,0.504509336,0.552278674,0.543872798,0.604786751,0.604808371,0.998982607,0.797421278,0.80933002,0.303551596,0.781589062,0.000166054,458000000.0,0.462266509,0.000390039,0.405607855,0.20913573,0.20913573,0.20913573,0.230689231,0.321390677,0.14802547,0.110414461,0.191910823,0.022068081,0.847979385,0.689192634,0.689192634,0.217569472,5340000000.0,0.000459086,0.263124072,0.378618531,0.00603243,0.002108581,0.630862933,0.010714123,0.159839163,0.840160837,0.005377401,0.371266633,0.007027518,0.110125881,0.190619109,0.400910744,0.313343328,0.012173719,0.000519177,0.000134324,0.0008208,0.090483871,0.02109484,0.393478212,0.003346185,0.752461515,0.246730962,0.476838674,0.162167051,0.003022455,0.005893631,0.145851665,0.342955656,0.293421956,0.008125008,0.868773765,0.732091024,0.334528319,0.00258986,0.944848936,0.002263949,0.064715254,4480000000.0,2190000000.0,0.593915116,5220000000.0,0.671568782,0.215182976,0.868773765,0.334528319,0.113463985,0.628787795,0.45701494,0.576485273,0.311705914,0.047653411,0,0.808833206,0.012498197,0.623627705,0.604788629,0.841335402,0.282549107,0.026840196,0.565381855,1,0.022535376
433,0,0.381952908,0.438344963,0.426468226,0.597003416,0.597536719,0.998883929,0.795724256,0.807751638,0.300793087,0.779888847,0.00014813,34000000.0,0.464677118,0.000622062,0.0,0.169398677,0.169398677,0.169398677,0.188900444,0.318985641,0.003418183,0.093966289,0.149581984,0.021988686,0.847734154,0.688616396,0.688616396,0.217570066,5660000000.0,0.000406607,0.263002075,0.379102865,0.002530413,0.001741762,0.63040883,0.003405101,0.080146325,0.919853675,0.006257265,0.372020408,0.008763527,0.093955087,0.148555916,0.394648879,0.022488756,0.000864334,0.007311169,0.000107001,8170000000.0,0.012096774,0.015398851,0.388005699,0.023647471,0.728851231,0.041538649,0.058598559,0.00346103,0.001857675,0.000414773,0.043898016,0.345714945,0.276855425,0.00209506,0.505088362,0.730684235,0.327770394,0.02630804,0.911663669,0.00196707,0.038675218,0.000102406,7810000000.0,0.593817434,1610000000.0,0.671568668,0.144237001,0.505088362,0.327770394,0.113144264,0.641918173,0.458960674,0.578013086,0.314436569,0.106902316,0,0.736420685,0.007608981,0.622271242,0.597004438,0.836247539,0.277248859,0.026731218,0.564855411,1,0.047933962
438,0,0.483010774,0.536796773,0.525028106,0.60934865,0.609355857,0.999026515,0.797406891,0.809315829,0.303434614,0.781568431,0.000195079,0.000100173,0.463326707,0.000594059,0.647737625,0.179849142,0.179849142,0.179849142,0.214900255,0.318455118,0.028948682,0.104063187,0.172855314,0.022118303,0.848085755,0.689177977,0.689177977,0.2175642,7440000000.0,0.000458811,0.263622942,0.373290861,0.015030218,0.006993875,0.631325256,0.001406177,0.039302234,0.960697766,0.005567195,0.370602327,0.005365848,0.103799241,0.171668803,0.395486206,0.20089955,0.00220953,0.002862303,0.001082429,0.000335885,0.033387097,0.018791769,0.396056172,0.007098353,0.808263511,0.347586549,0.34884708,0.067514281,0.01448471,0.008073738,0.043992776,0.346449597,0.277012485,0.001762239,0.994547633,0.734676147,0.327519262,0.0,0.933229299,0.00223864,0.055841594,632000000.0,6860000000.0,0.593946413,3850000000.0,0.671578254,0.2886326,0.994547633,0.327519262,0.110933234,0.65642531,0.467378363,0.572505194,0.316023585,0.019512307,0,0.798791305,0.000323311,0.623883209,0.609347054,0.840192757,0.275799008,0.026885041,0.565569528,1,0.096839152
440,0,0.534929069,0.591692106,0.576262113,0.60665331,0.606660517,0.999076315,0.797533334,0.809417382,0.303551113,0.781684361,0.000101991,1630000000.0,0.471633829,610000000.0,0.235752607,0.220386836,0.220386836,0.220386836,0.257161766,0.3421518,0.080024805,0.138343783,0.214129698,0.022103606,0.848071638,0.689571687,0.689571687,0.217612485,6310000000.0,0.000466697,0.264289655,0.391434745,0.011858933,0.007834188,0.630643073,0.007028151,0.128578771,0.871421229,0.005706933,0.372304471,0.005499903,0.138355562,0.213173969,0.403574113,0.196401799,0.001022592,0.006183155,0.000100313,0.000549974,0.048225806,0.043864107,0.408855521,0.010527876,0.824502308,0.38113268,0.548149683,0.074251168,0.007987904,0.004514751,0.086984625,0.360427761,0.277314023,0.010345936,0.637003082,0.737320413,0.330239447,0.005607547,0.955804557,0.002483186,0.024128327,0.00010261,7290000000.0,0.593953892,4090000000.0,0.671574651,0.190339393,0.637003082,0.330239447,0.116059776,0.648463018,0.460366437,0.647258389,0.315478926,0.024678913,0,0.831723922,0.003032661,0.623853606,0.606652723,0.842972053,0.279875965,0.026798542,0.565193364,1,0.028866779
441,0,0.499146882,0.559147405,0.54371219,0.59876908,0.59876908,0.99899289,0.797412425,0.809328458,0.303514616,0.781589343,5890000000.0,662000000.0,0.456970551,0.000387039,0.292843405,0.181366146,0.181366146,0.181366146,0.227380165,0.295076749,0.116399716,0.112694406,0.184755592,0.022187157,0.848139586,0.689817434,0.689817434,0.217612379,0.000111807,0.000509943,0.26426712,0.341995455,0.009055822,0.00554407,0.631523541,0.016685361,0.191613508,0.808386492,0.010146963,0.380393573,0.005644925,0.112316185,0.182271322,0.421630898,0.374812594,0.001257951,0.0050244,0.000145216,0.006996091,0.112903226,0.096282479,0.402297551,0.00167827,0.831316439,0.592683406,0.8787185,0.0272314,0.005909144,0.00079866,0.180848195,0.328665644,0.277502488,0.008477806,0.902634501,0.741321828,0.339629773,0.001935304,0.935030957,0.002299598,0.026687616,0.000106157,7270000000.0,0.593942273,967000000.0,0.671572625,0.021410014,0.902634501,0.339629773,0.115430294,0.644121751,0.45943408,0.490735777,0.314879629,0.032160447,0,0.80682956,0.0026458,0.62371743,0.59876975,0.84146126,0.28687988,0.027040847,0.566121426,1,0.018167276
455,0,0.506166821,0.558602268,0.56041544,0.600837429,0.600844636,0.99902559,0.797461674,0.809377152,0.303532019,0.781651098,5930000000.0,645000000.0,0.467500398,0.000227023,0.085130074,0.188066242,0.188066242,0.188066242,0.226812896,0.326766641,0.032003872,0.104877453,0.180462454,0.022191344,0.848537184,0.692361702,0.692361212,0.217830615,6460000000.0,0.000498913,0.264321514,0.387029172,0.008769395,0.005678196,0.631054027,0.005975798,0.116878798,0.883121202,0.005285772,0.373645386,0.006108024,0.104874037,0.178365131,0.398787283,0.127436282,0.001233604,0.00512687,0.000133369,0.000170968,0.034032258,0.009526607,0.393998327,0.006710716,0.782524345,0.254207698,0.367943782,0.063617059,0.005897757,0.004272238,0.078712151,0.352364797,0.277507196,0.007767429,0.632257392,0.734102537,0.329615178,0.010212292,0.941244276,0.00243115,0.012515219,0.000107662,7620000000.0,0.59394084,5400000000.0,0.671587115,0.36167878,0.632257392,0.329615178,0.116831624,0.665494078,0.464156586,0.609235249,0.31804734,0.033186206,0,0.810692099,0.001356912,0.623396875,0.600833326,0.841170476,0.279112866,0.026929371,0.565741203,1,0.032075668
458,0,0.604982206,0.653020061,0.63616896,0.603280532,0.603280532,0.999083595,0.797545785,0.809427277,0.30355788,0.781694326,4050000000.0,2680000000.0,0.471021531,0.000320032,0.230590141,0.222409507,0.222409507,0.222409507,0.290346979,0.336881941,0.131131177,0.170344434,0.248248851,0.022127184,0.848070744,0.689511007,0.689511007,0.217606243,8220000000.0,0.000512313,0.264470709,0.383676093,0.020666394,0.013710765,0.630662251,0.006526596,0.123197388,0.876802612,0.020393118,0.372956476,0.005365848,0.170347029,0.247334289,0.406788108,0.35982009,0.001742871,0.003629967,0.000117319,0.011122786,0.076774194,0.053978232,0.41405667,0.000564567,0.905987486,0.556044578,0.801380933,0.253856222,0.013834508,0.018276351,0.073389171,0.357016257,0.277211909,0.017983887,0.558712438,0.742922761,0.329499479,0.006835801,0.954080286,0.002948307,0.015332044,8840000000.0,6270000000.0,0.593964475,8440000000.0,0.671587508,0.013732883,0.558712438,0.329499479,0.119752693,0.702150621,0.471453553,0.630223189,0.324032606,0.014186379,0,0.860446068,0.002303398,0.624350653,0.603275901,0.845162814,0.279512076,0.026803168,0.565215022,1,0.030270509
461,1,0.491493199,0.514827737,0.531987794,0.593767567,0.593767567,0.998887742,0.797254025,0.809188235,0.303457817,0.781421623,8370000000.0,1410000000.0,0.46468886,0.000567057,0.0,0.176941553,0.176941553,0.176941553,0.205634868,0.322133409,0.013808854,0.090546372,0.163666491,0.022799051,0.848028888,0.688850919,0.688850919,0.217560085,7140000000.0,0.000431312,0.263910452,0.382055438,0.003101394,0.002113571,0.628258859,0.006237518,0.119932279,0.880067721,0.005070867,0.376330569,0.005365848,0.090494569,0.162672498,0.396421332,0.068965517,0.001016506,0.006217311,0.000185341,6430000000.0,0.020483871,0.007611298,0.390086158,0.015835116,0.710751219,0.131333435,0.167064103,0.007735755,0.002433631,0.000419906,0.097494431,0.348285697,0.276832317,0.002081399,0.766393256,0.729151767,0.330507612,0.017079297,0.927387952,0.002038343,0.011396874,954000000.0,7860000000.0,0.593851241,1270000000.0,0.671558461,0.550910588,0.766393256,0.330507612,0.115592068,0.632062435,0.456981114,0.594415515,0.312861016,0.088933237,0,0.783153183,0.003998768,0.62420657,0.593764535,0.839042788,0.279302527,0.026364844,0.561751084,1,0.031179164
465,0,0.459269731,0.50757741,0.508646073,0.596816039,0.596945762,0.998814717,0.797195368,0.80915152,0.303508091,0.781433413,0.000207914,5140000000.0,0.461952811,0.000373037,0.0,0.148539885,0.148539885,0.148539885,0.209511204,0.318384381,0.008500083,0.0894064,0.162235445,0.02487706,0.848073144,0.689606542,0.689606542,0.217615342,616000000.0,0.000463677,0.264811836,0.378022428,0.004592809,0.002341897,0.629359529,0.010990434,0.16174381,0.83825619,0.005001513,0.379380339,0.005365848,0.089395346,0.163283312,0.402204916,0.067466267,0.000939405,0.006737342,482000000.0,6130000000.0,0.025967742,0.008583641,0.387756948,0.01717938,0.725644738,0.16682551,0.323124363,0.032490319,0.00230996,0.001337402,0.128716674,0.34194462,0.276071661,0.006249581,0.756240792,0.729657795,0.333650955,0.009966855,0.892295787,0.002125302,0.028673617,0.000184875,9610000000.0,0.593876784,5110000000.0,0.671580526,0.55556352,0.756240792,0.333650955,0.117670794,0.649702943,0.460344451,0.571342263,0.315955339,0.061750285,0,0.778376628,0.000907513,0.623054548,0.596813964,0.838250162,0.282749743,0.026519986,0.563419072,1,0.022229423
467,0,0.52917662,0.583951156,0.569088281,0.602639127,0.602639127,0.998983878,0.797510508,0.809396681,0.303704833,0.781662045,0.00012986,0.0,0.462888872,0.000244024,0.271282518,0.190678859,0.190678859,0.190678859,0.230500142,0.318702695,0.037040398,0.099259018,0.188596822,0.022083536,0.847972621,0.689345127,0.689346079,0.217587262,0.000102641,0.00053088,0.263735615,0.37031966,0.008019944,0.006625809,0.630671155,0.003072251,0.07425099,0.92574901,0.005657461,0.370473715,0.005821634,0.099215073,0.186381118,0.395807739,0.208395802,0.002686334,0.002355081,19100000.0,0.000646806,0.038064516,0.028197935,0.394122702,0.009023017,0.765443799,0.220858811,0.211588491,0.045656074,0.008157976,0.00482428,0.04985115,0.3434702,0.27697486,0.0,0.61931202,0.732740196,0.327938178,0.0,0.940384105,0.002399284,0.02608385,3700000000.0,4490000000.0,0.593923459,282000000.0,0.67154958,0.225694923,0.61931202,0.327938178,0.110933234,0.595420537,0.443423906,0.571522961,0.308634243,0.036202264,0,0.821808543,0.000809715,0.62380185,0.602634554,0.841644575,0.277007244,0.026804658,0.565221962,1,0.051850364
471,1,0.361526837,0.408307894,0.402055785,0.602033757,0.602033757,0.998995779,0.796316491,0.808290524,0.301593835,0.780466533,0.000108467,0.0,0.46376622,0.00060006,0.0,0.196325481,0.196325481,0.196325481,0.101824714,0.321602886,0.023034923,0.098933312,0.081720268,0.022114952,0.848075496,0.682867974,0.682867974,0.216911752,5680000000.0,0.000341675,0.262246,0.378255281,0.002705764,0.002834107,0.630555061,0.017743186,0.195785591,0.804214409,0.004836608,0.37411286,0.005365848,0.098954517,0.080650026,0.395684485,0.043478261,0.001253893,0.005039771,19100000.0,2950000000.0,0.019677419,0.00534054,0.39255105,0.023277426,0.727340108,0.074706729,0.071570991,0.025362869,0.002844552,0.002694752,0.049575353,0.342388744,0.27697486,0.0,0.231983424,0.729111459,0.330031129,0.0,0.912301797,0.001986144,0.053486101,5660000000.0,6540000000.0,0.593861581,6000000000.0,0.671489662,0.802943245,0.231983424,0.330031129,0.110933234,0.597760787,0.45335337,0.575535957,0.302213929,0.100664592,0,0.719603248,0.005469525,0.620878222,0.602035358,0.8296673,0.287647114,0.026773496,0.565072755,1,0.017697696
473,0,0.526544143,0.579753598,0.57385299,0.601507661,0.60166621,0.999027786,0.797476476,0.809380276,0.30355353,0.781660361,7040000000.0,3010000000.0,0.464651955,0.000193019,0.192732058,0.201677131,0.201677131,0.201677131,0.23343103,0.324184763,0.044481752,0.109111636,0.191684869,0.022194932,0.848174855,0.689876815,0.689876815,0.21767203,0.000151423,0.000668054,0.264637776,0.380462725,0.008375013,0.006297669,0.630636567,0.003366801,0.079481211,0.920518789,0.006833904,0.370726465,0.005365848,0.109116225,0.18441294,0.399943464,0.23838081,0.001229546,0.005144802,0.00027782,0.000923684,0.043064516,0.069952852,0.407600461,0.009680322,0.779943537,0.286551317,0.376088041,0.035163039,0.00621299,0.002210804,0.084106175,0.350319355,0.277447491,0.005936889,0.985466852,0.733581081,0.329218624,0.0,0.939089913,0.002446135,0.016758119,7590000000.0,6030000000.0,0.593932064,217000000.0,0.671573464,0.097995975,0.985466852,0.329218624,0.110933234,0.645379452,0.460041081,0.590049757,0.314879478,0.034706987,0,0.817160682,0.00168445,0.623752292,0.601508134,0.841387723,0.277221083,0.026797239,0.56518723,1,0.048346283
476,0,0.440647394,0.497601396,0.493870122,0.59110826,0.59110826,0.998847416,0.797074321,0.809076005,0.303228203,0.781316921,8160000000.0,0.0,0.466826032,0.000687069,0.0,0.173064768,0.173064768,0.173064768,0.199394913,0.322770036,0.013612233,0.088022148,0.154929577,0.02188181,0.846860328,0.688672978,0.688672978,0.217510654,5140000000.0,0.000416688,0.26359963,0.383247644,0.004572841,0.002545269,0.629673224,0.006791964,0.126099707,0.873900293,0.005329765,0.374824138,0.005365848,0.088002996,0.153955207,0.397247941,0.061469265,0.000797379,0.007928545,7640000000.0,7410000000.0,0.020967742,0.016286004,0.385789557,0.018249504,0.736634221,0.101416334,0.173428745,0.009441016,0.002650846,0.000708052,0.070431831,0.349321538,0.27621761,0.005318016,0.523451147,0.730916309,0.32941978,0.014965792,0.922891044,0.001977192,0.017296622,9630000000.0,5770000000.0,0.593893077,151000000.0,0.67156678,0.305131763,0.523451147,0.32941978,0.115316263,0.638473684,0.45837847,0.600143711,0.313842045,0.062005795,0,0.770342468,0.001792218,0.62854262,0.591109931,0.837972539,0.279704698,0.026599175,0.564039765,1,0.02950212
501,0,0.500950617,0.558874836,0.548423363,0.617348189,0.617348189,0.999053668,0.797487405,0.809390432,0.303518484,0.781651799,0.000296145,1550000000.0,0.462093724,0.0,0.174106691,0.18734988,0.18734988,0.18734988,0.22293656,0.317959963,0.021749323,0.104633173,0.178428862,0.022072284,0.847999948,0.689251727,0.689251727,0.217575754,6100000000.0,0.000450651,0.263500167,0.369788756,0.011515097,0.00638064,0.630612252,0.001618654,0.04435106,0.95564894,0.00510941,0.369637181,0.005365848,0.104613481,0.17736219,0.395549173,0.11994003,0.008614935,0.000734362,0.000118465,0.000104397,0.02483871,0.028383003,0.400737206,0.035133884,0.7895696,0.197576282,0.295501989,0.137756295,0.00750407,0.014936245,0.048570261,0.342743059,0.277347505,0.010707415,0.983279775,0.733819253,0.327688759,0.0,0.940444024,0.002297678,0.042535836,8780000000.0,602000000.0,0.593947868,0.00012155,0.671548434,0.612117422,0.983279775,0.327688759,0.110933234,0.607940549,0.440438683,0.567745994,0.310712835,0.025405651,0,0.812815341,0.000682675,0.623766992,0.617343982,0.840963183,0.275952744,0.026791157,0.565158396,1,0.086367213
